Date Time ,roadrunner_emission,kasios_emission,radiance_emission,indigo_emission
4/1/16 0:00,14.29616133,14.18993617,11.99894333,9.620049471
4/1/16 1:00,13.76237152,13.70272121,11.72758488,9.358813453
4/1/16 2:00,10.11118503,10.04170037,8.97648632,7.331502573
4/1/16 3:00,8.189640168,7.984443392,7.743847227,6.512043113
4/1/16 4:00,10.60174369,10.48054852,9.895480678,8.111918814
4/1/16 5:00,12.55586073,12.17117001,11.29112756,9.575731809
4/1/16 6:00,18.22203163,17.84306792,16.3766711,13.61854636
4/1/16 7:00,14.51345992,14.09161266,13.12966238,11.02290425
4/1/16 8:00,14.85394381,14.40636544,13.42245798,11.40367567
4/1/16 9:00,11.39683976,11.26562573,10.5772452,8.668748516
4/1/16 10:00,9.795725878,9.643220361,9.157736927,7.428438914
4/1/16 11:00,14.2516803,13.89848918,13.08557878,10.98850285
4/1/16 12:00,12.89715542,12.81153665,12.18776298,9.887896855
4/1/16 13:00,14.65557767,14.60726231,13.6025215,10.75503554
4/1/16 14:00,13.37568828,13.32456545,12.69272859,10.24198749
4/1/16 15:00,8.276296877,8.162537082,7.895580258,6.519535384
4/1/16 16:00,10.67581974,10.3744634,10.21496375,8.612191515
4/1/16 17:00,16.19548091,15.74070906,15.00668383,12.5010874
4/1/16 18:00,14.42431057,14.57260158,16.35006681,15.10698454
4/1/16 19:00,13.28612198,13.65905732,14.69761916,13.85357089
4/1/16 20:00,12.7713056,12.56932072,13.11336902,11.70499848
4/1/16 21:00,8.766583762,8.750770989,9.41430989,9.175075059
4/1/16 22:00,13.29822573,13.00805994,13.77422299,13.14922364
4/1/16 23:00,10.95060162,10.40078038,11.53125838,10.61719732
4/2/16 1:00,7.801938532,7.528717297,8.459043598,7.671218073
4/2/16 2:00,8.671280406,8.501820994,9.174355176,8.838835023
4/2/16 3:00,54.96195443,59.81931374,78.95871902,88.0469007
4/2/16 4:00,76.70070178,84.07413968,115.4470275,129.8748309
4/2/16 5:00,31.72587959,33.41702639,43.58715191,47.62059911
4/2/16 6:00,12.74406984,11.7410422,13.72377901,13.41591629
4/2/16 7:00,16.8229258,16.65227778,17.35830983,17.32345769
4/2/16 8:00,10.81197321,10.49686568,11.67664347,11.63343554
4/2/16 9:00,8.758648149,8.665451973,9.59763453,9.717100848
4/2/16 10:00,18.9727466,19.86347379,23.29275548,24.85841173
4/2/16 11:00,15.03026443,14.29836967,15.9219129,15.6734543
4/2/16 12:00,18.53817835,18.25359545,18.89037297,16.06923583
4/2/16 13:00,11.58622206,11.32546697,10.542884,8.721390871
4/2/16 14:00,10.85720588,10.56744306,9.82045341,8.056756346
4/2/16 15:00,11.87975893,11.58854826,10.63210733,8.865993586
4/2/16 16:00,11.32312554,11.12307488,10.05140444,8.408262124
4/2/16 17:00,13.16250896,12.79720072,11.93293364,10.18243929
4/2/16 18:00,11.74002268,11.51862155,10.58338242,8.85665595
4/2/16 19:00,14.45948068,14.16567301,13.11954478,10.97779241
4/2/16 20:00,10.21671079,9.928815904,9.690770527,8.154292875
4/2/16 21:00,10.01720116,10.03659492,10.596165,8.783903108
4/2/16 22:00,16.68571712,16.87932014,18.50736036,16.08201017
4/2/16 23:00,11.80114419,11.95090889,12.28574397,10.17606005
4/3/16 0:00,42.3244714,45.51798039,59.60873358,65.09941415
4/3/16 1:00,9.842842139,9.713098389,10.55775579,10.58950978
4/3/16 2:00,10.37510225,9.966687196,10.77211551,10.6095009
4/3/16 3:00,12.03393666,12.04042948,13.13952502,12.5522405
4/3/16 4:00,11.00317176,10.32564219,11.56062903,11.11534422
4/3/16 5:00,12.18802461,11.4349207,12.93234102,12.3311321
4/3/16 6:00,10.77292233,10.52583145,9.440775652,8.600776569
4/3/16 7:00,8.30761702,8.245229802,7.91363044,7.202211238
4/3/16 8:00,7.485647352,7.310728881,7.036208915,6.353308672
4/3/16 9:00,12.09746199,12.45488337,10.92179977,9.824908865
4/3/16 10:00,16.46597692,17.10668036,13.70509784,11.99022199
4/3/16 11:00,14.51993825,14.97183286,12.250654,10.75789146
4/3/16 12:00,15.13952591,15.73254335,12.34275754,10.6369306
4/3/16 13:00,15.87692938,16.47300778,13.22699332,11.59425722
4/3/16 14:00,9.851162717,10.06508219,9.16064794,8.296482876
4/3/16 15:00,12.64010864,12.09249483,11.64666094,10.36163118
4/3/16 16:00,12.63013366,12.43705804,11.9794596,10.9644986
4/3/16 17:00,18.63324368,17.68024513,15.26283898,13.30075141
4/3/16 18:00,13.29237513,11.65258347,15.50365106,15.00399364
4/3/16 19:00,16.25147011,15.82057035,18.36810543,17.78715129
4/3/16 20:00,15.28605833,15.08940303,17.80600892,17.26624042
4/3/16 21:00,21.90127568,21.70354969,25.49754502,24.56855429
4/3/16 22:00,17.75409012,17.55013026,21.33593774,20.55780908
4/3/16 23:00,14.88990787,15.0204049,17.11496927,16.57411107
4/4/16 0:00,18.84246985,18.94635492,20.48449369,19.39726299
4/4/16 1:00,15.24709991,15.16188476,15.73795924,15.02894768
4/4/16 2:00,10.86389046,9.775307317,11.87496046,11.27287647
4/4/16 3:00,9.251111438,9.099090271,9.159067867,8.749909224
4/4/16 4:00,10.13770781,9.932837556,10.18420515,9.794411482
4/4/16 5:00,8.688904715,8.63737618,8.650796064,8.309046421
4/4/16 6:00,14.64933088,14.80626558,16.85126206,16.43076889
4/4/16 7:00,21.00517655,21.28819013,24.28778994,23.54435648
4/4/16 8:00,17.04500697,17.43201767,19.89739161,19.26509396
4/4/16 9:00,21.75448459,20.94551129,26.45925871,26.36975961
4/4/16 10:00,23.64132772,23.22311883,28.93210072,28.81460415
4/4/16 11:00,22.15864845,21.55169792,27.13348087,27.0300099
4/4/16 12:00,22.88897135,22.66959056,27.68205048,27.52301432
4/4/16 13:00,12.51000741,11.71893377,14.22268767,14.20805605
4/4/16 14:00,11.93057873,11.29417004,12.93067476,12.94007109
4/4/16 15:00,12.30149328,12.66149601,10.89853087,9.634043843
4/4/16 16:00,13.66494503,14.1439367,11.30502099,9.750990661
4/4/16 17:00,12.64781585,13.01155909,11.09083382,9.676584232
4/4/16 18:00,13.96624388,14.09039493,11.72381248,9.908160711
4/4/16 19:00,12.89431632,13.05445682,11.09913495,9.573206194
4/4/16 20:00,16.05499791,16.2764963,14.07916631,12.27705532
4/4/16 21:00,12.87388256,13.13650634,10.99724293,9.503143368
4/4/16 22:00,13.18319429,13.41577849,11.2473501,9.641981218
4/4/16 23:00,11.38094941,11.63627203,10.330645,9.190641813
4/5/16 0:00,13.74827008,14.09081904,12.40654595,10.61250932
4/5/16 1:00,19.18081145,19.63477341,16.55005056,14.15167878
4/5/16 2:00,9.03325177,9.174997764,8.544655397,7.293260939
4/5/16 3:00,13.368705,13.52029485,11.49231646,9.688729895
4/5/16 4:00,9.14506563,9.363769136,8.531210785,7.487603749
4/5/16 5:00,9.486182503,9.608530602,8.925678681,7.642296714
4/5/16 6:00,12.75886937,12.9840775,11.37696287,10.0295663
4/5/16 7:00,12.55613979,12.79827258,11.67415979,9.955945859
4/5/16 8:00,13.71013813,14.04522104,12.50765538,10.92782205
4/5/16 9:00,12.36722613,12.51465007,10.94433766,9.481167651
4/5/16 10:00,11.00901569,11.16831842,9.436931549,8.13335134
4/5/16 11:00,11.51366401,11.69482728,10.45783702,9.113725495
4/5/16 12:00,13.0398502,13.32999367,11.84095819,10.38670663
4/5/16 13:00,12.34391169,12.67041965,11.56290585,10.05585381
4/5/16 14:00,16.03893777,16.31548507,14.2712455,12.31148257
4/5/16 15:00,12.13586995,12.16015121,10.32752442,9.234875222
4/5/16 16:00,12.51021474,12.17589245,10.30427754,8.997417137
4/5/16 17:00,11.54440214,11.30788648,10.35787121,9.242598873
4/5/16 18:00,10.44390349,10.09467784,9.327840446,8.40931882
4/5/16 19:00,12.18303693,11.86913669,11.3128115,10.20049078
4/5/16 20:00,13.78351579,13.35804079,12.2050295,10.9434035
4/5/16 21:00,12.29560885,11.90836422,11.32353534,10.4390392
4/5/16 22:00,7.26788766,6.993855899,7.171866465,6.702026376
4/5/16 23:00,15.22619347,14.91158589,13.83749184,12.7017918
4/6/16 1:00,8.72642936,8.625981598,8.875662686,8.548162157
4/6/16 2:00,19.50106024,19.61594149,20.80318389,19.18282229
4/6/16 3:00,12.00998192,11.16150365,12.60508695,12.61696958
4/6/16 4:00,12.01017311,10.93850326,12.57487873,12.57976111
4/6/16 5:00,7.964765162,7.296057411,8.399073118,8.404563049
4/6/16 6:00,22.9473185,24.1914946,31.70603603,34.78915597
4/6/16 7:00,27.24431893,29.41923092,37.96860588,42.18270227
4/6/16 8:00,11.88903145,11.85647187,12.6248523,12.74842666
4/6/16 9:00,7.498224253,7.477046391,8.188839971,7.454762185
4/6/16 10:00,9.966120555,9.887778405,10.82306839,9.736883946
4/6/16 11:00,13.88691946,13.62407049,14.29508863,13.04855932
4/6/16 12:00,11.98039193,11.7985967,12.2691282,10.39354687
4/6/16 13:00,30.28943407,29.3451194,31.44280357,27.14224706
4/6/16 14:00,13.99043569,14.10470467,14.63369051,12.43627163
4/6/16 15:00,12.30126081,12.20428976,11.84374826,9.725296916
4/6/16 16:00,9.132916024,8.995813202,8.523073537,6.934420138
